client_order_id,symbol,side,quantity,order_type,status,limit_price
2021-10-04-0001,ALGN,SELL,14,MARKET,FILLED,
2021-10-04-0002,AMAT,SELL,79,MARKET,FILLED,
2021-10-04-0003,COF,SELL,65,MARKET,FILLED,
2021-10-04-0004,DVN,SELL,102,MARKET,FILLED,
2021-10-04-0005,ENPH,SELL,59,MARKET,FILLED,
2021-10-04-0006,IVZ,SELL,421,MARKET,FILLED,
2021-10-04-0007,ALB,BUY,46,MARKET,FILLED,
2021-10-04-0008,FANG,BUY,101,MARKET,FILLED,
2021-10-04-0009,FTNT,BUY,173,MARKET,FILLED,
2021-10-04-0010,IT,BUY,33,MARKET,FILLED,
2021-10-04-0011,MRNA,BUY,5,MARKET,FILLED,
2021-10-04-0012,NUE,BUY,12,MARKET,FILLED,
2021-10-04-0013,OXY,BUY,321,MARKET,FILLED,
2021-10-04-0014,TPR,BUY,4,MARKET,FILLED,
2021-11-02-0001,ALB,SELL,46,MARKET,FILLED,
2021-11-02-0002,BBWI,SELL,160,MARKET,FILLED,
2021-11-02-0003,IT,SELL,2,MARKET,FILLED,
2021-11-02-0004,NUE,SELL,103,MARKET,FILLED,
2021-11-02-0005,TPR,SELL,266,MARKET,FILLED,
2021-11-02-0006,APA,BUY,419,MARKET,FILLED,
2021-11-02-0007,COP,BUY,151,MARKET,FILLED,
2021-11-02-0008,CZR,BUY,101,MARKET,FILLED,
2021-11-02-0009,EOG,BUY,121,MARKET,FILLED,
2021-11-02-0010,FANG,BUY,1,MARKET,FILLED,
2021-11-02-0011,MRNA,BUY,1,MARKET,FILLED,
2021-11-02-0012,OXY,BUY,6,MARKET,FILLED,
2021-12-02-0001,APA,SELL,19,MARKET,FILLED,
2021-12-02-0002,COP,SELL,151,MARKET,FILLED,
2021-12-02-0003,CZR,SELL,101,MARKET,FILLED,
2021-12-02-0004,DVN,SELL,21,MARKET,FILLED,
2021-12-02-0005,EOG,SELL,2,MARKET,FILLED,
2021-12-02-0006,FANG,SELL,3,MARKET,FILLED,
2021-12-02-0007,FTNT,SELL,8,MARKET,FILLED,
2021-12-02-0008,BBWI,BUY,140,MARKET,FILLED,
2021-12-02-0009,GNRC,BUY,25,MARKET,FILLED,
2021-12-02-0010,IT,BUY,1,MARKET,FILLED,
2021-12-02-0011,OXY,BUY,25,MARKET,FILLED,
2022-01-04-0001,APA,SELL,400,MARKET,FILLED,
2022-01-04-0002,DVN,SELL,25,MARKET,FILLED,
2022-01-04-0003,EOG,SELL,119,MARKET,FILLED,
2022-01-04-0004,FANG,SELL,7,MARKET,FILLED,
2022-01-04-0005,FTNT,SELL,8,MARKET,FILLED,
2022-01-04-0006,GNRC,SELL,25,MARKET,FILLED,
2022-01-04-0007,OXY,SELL,352,MARKET,FILLED,
2022-01-04-0008,BBWI,BUY,9,MARKET,FILLED,
2022-01-04-0009,EXR,BUY,47,MARKET,FILLED,
2022-01-04-0010,F,BUY,462,MARKET,FILLED,
2022-01-04-0011,MRNA,BUY,11,MARKET,FILLED,
2022-01-04-0012,NUE,BUY,91,MARKET,FILLED,
2022-01-04-0013,NVDA,BUY,343,MARKET,FILLED,
2022-02-02-0001,DVN,SELL,39,MARKET,FILLED,
2022-02-02-0002,FANG,SELL,18,MARKET,FILLED,
2022-02-02-0003,MRNA,SELL,44,MARKET,FILLED,
2022-02-02-0004,BBWI,BUY,17,MARKET,FILLED,
2022-02-02-0005,EOG,BUY,86,MARKET,FILLED,
2022-02-02-0006,EXR,BUY,1,MARKET,FILLED,
2022-02-02-0007,NVDA,BUY,32,MARKET,FILLED,
2022-03-02-0001,BBWI,SELL,166,MARKET,FILLED,
2022-03-02-0002,DVN,SELL,22,MARKET,FILLED,
2022-03-02-0003,EOG,SELL,3,MARKET,FILLED,
2022-03-02-0004,EXR,SELL,48,MARKET,FILLED,
2022-03-02-0005,F,SELL,462,MARKET,FILLED,
2022-03-02-0006,FANG,SELL,4,MARKET,FILLED,
2022-03-02-0007,FTNT,SELL,157,MARKET,FILLED,
2022-03-02-0008,IT,SELL,32,MARKET,FILLED,
2022-03-02-0009,NUE,SELL,17,MARKET,FILLED,
2022-03-02-0010,ANET,BUY,332,MARKET,FILLED,
2022-03-02-0011,APA,BUY,259,MARKET,FILLED,
2022-03-02-0012,AZO,BUY,5,MARKET,FILLED,
2022-03-02-0013,COP,BUY,100,MARKET,FILLED,
2022-03-02-0014,NVDA,BUY,40,MARKET,FILLED,
2022-03-02-0015,PFE,BUY,213,MARKET,FILLED,
2022-04-04-0001,ANET,SELL,332,MARKET,FILLED,
2022-04-04-0002,APA,SELL,11,MARKET,FILLED,
2022-04-04-0003,AZO,SELL,5,MARKET,FILLED,
2022-04-04-0004,NUE,SELL,3,MARKET,FILLED,
2022-04-04-0005,NVDA,SELL,415,MARKET,FILLED,
2022-04-04-0006,PFE,SELL,213,MARKET,FILLED,
2022-04-04-0007,CF,BUY,104,MARKET,FILLED,
2022-04-04-0008,COP,BUY,5,MARKET,FILLED,
2022-04-04-0009,DVN,BUY,9,MARKET,FILLED,
2022-04-04-0010,EOG,BUY,4,MARKET,FILLED,
2022-04-04-0011,FANG,BUY,6,MARKET,FILLED,
2022-04-04-0012,FTNT,BUY,155,MARKET,FILLED,
2022-04-04-0013,MOS,BUY,159,MARKET,FILLED,
2022-04-04-0014,OXY,BUY,181,MARKET,FILLED,
2022-05-03-0001,DVN,SELL,7,MARKET,FILLED,
2022-05-03-0002,EOG,SELL,87,MARKET,FILLED,
2022-05-03-0003,FANG,SELL,76,MARKET,FILLED,
2022-05-03-0004,FTNT,SELL,155,MARKET,FILLED,
2022-05-03-0005,NUE,SELL,4,MARKET,FILLED,
2022-05-03-0006,OXY,SELL,6,MARKET,FILLED,
2022-05-03-0007,ANET,BUY,357,MARKET,FILLED,
2022-05-03-0008,HAL,BUY,279,MARKET,FILLED,
2022-05-03-0009,MOS,BUY,8,MARKET,FILLED,
2022-05-03-0010,NVDA,BUY,520,MARKET,FILLED,
2022-06-02-0001,ANET,SELL,357,MARKET,FILLED,
2022-06-02-0002,APA,SELL,21,MARKET,FILLED,
2022-06-02-0003,COP,SELL,11,MARKET,FILLED,
2022-06-02-0004,DVN,SELL,24,MARKET,FILLED,
2022-06-02-0005,HAL,SELL,279,MARKET,FILLED,
2022-06-02-0006,NUE,SELL,67,MARKET,FILLED,
2022-06-02-0007,NVDA,SELL,520,MARKET,FILLED,
2022-06-02-0008,OXY,SELL,21,MARKET,FILLED,
2022-06-02-0009,CF,BUY,8,MARKET,FILLED,
2022-06-02-0010,CVX,BUY,61,MARKET,FILLED,
2022-06-02-0011,DLTR,BUY,66,MARKET,FILLED,
2022-06-02-0012,FANG,BUY,70,MARKET,FILLED,
2022-06-02-0013,MCK,BUY,33,MARKET,FILLED,
2022-06-02-0014,MOS,BUY,13,MARKET,FILLED,
2022-07-05-0001,CF,SELL,5,MARKET,FILLED,
2022-07-05-0002,CVX,SELL,61,MARKET,FILLED,
2022-07-05-0003,DLTR,SELL,66,MARKET,FILLED,
2022-07-05-0004,FANG,SELL,70,MARKET,FILLED,
2022-07-05-0005,MCK,SELL,33,MARKET,FILLED,
2022-07-05-0006,OXY,SELL,4,MARKET,FILLED,
2022-07-05-0007,APA,BUY,32,MARKET,FILLED,
2022-07-05-0008,COP,BUY,5,MARKET,FILLED,
2022-07-05-0009,DVN,BUY,23,MARKET,FILLED,
2022-07-05-0010,EOG,BUY,81,MARKET,FILLED,
2022-07-05-0011,HAL,BUY,292,MARKET,FILLED,
2022-07-05-0012,MOS,BUY,17,MARKET,FILLED,
2022-07-05-0013,MPC,BUY,107,MARKET,FILLED,
2022-07-05-0014,VLO,BUY,84,MARKET,FILLED,
2022-08-02-0001,CF,SELL,7,MARKET,FILLED,
2022-08-02-0002,DVN,SELL,11,MARKET,FILLED,
2022-08-02-0003,HAL,SELL,292,MARKET,FILLED,
2022-08-02-0004,MOS,SELL,197,MARKET,FILLED,
2022-08-02-0005,MPC,SELL,107,MARKET,FILLED,
2022-08-02-0006,OXY,SELL,5,MARKET,FILLED,
2022-08-02-0007,APA,BUY,4,MARKET,FILLED,
2022-08-02-0008,EOG,BUY,6,MARKET,FILLED,
2022-08-02-0009,FANG,BUY,75,MARKET,FILLED,
2022-08-02-0010,MCK,BUY,27,MARKET,FILLED,
2022-08-02-0011,XOM,BUY,99,MARKET,FILLED,
2022-09-02-0001,CF,SELL,2,MARKET,FILLED,
2022-09-02-0002,COP,SELL,5,MARKET,FILLED,
2022-09-02-0003,DVN,SELL,8,MARKET,FILLED,
2022-09-02-0004,EOG,SELL,3,MARKET,FILLED,
2022-09-02-0005,MCK,SELL,27,MARKET,FILLED,
2022-09-02-0006,DLTR,BUY,74,MARKET,FILLED,
2022-09-02-0007,FANG,BUY,1,MARKET,FILLED,
2022-09-02-0008,VLO,BUY,6,MARKET,FILLED,
2022-09-02-0009,XOM,BUY,7,MARKET,FILLED,
2022-10-04-0001,COP,SELL,4,MARKET,FILLED,
2022-10-04-0002,DLTR,SELL,74,MARKET,FILLED,
2022-10-04-0003,EOG,SELL,84,MARKET,FILLED,
2022-10-04-0004,FANG,SELL,76,MARKET,FILLED,
2022-10-04-0005,VLO,SELL,90,MARKET,FILLED,
2022-10-04-0006,CF,BUY,1,MARKET,FILLED,
2022-10-04-0007,DVN,BUY,5,MARKET,FILLED,
2022-10-04-0008,ENPH,BUY,34,MARKET,FILLED,
2022-10-04-0009,EQT,BUY,236,MARKET,FILLED,
2022-10-04-0010,MCK,BUY,29,MARKET,FILLED,
2022-10-04-0011,OXY,BUY,10,MARKET,FILLED,
2022-10-04-0012,VRTX,BUY,33,MARKET,FILLED,
2022-10-04-0013,XOM,BUY,2,MARKET,FILLED,
2022-11-02-0001,APA,SELL,263,MARKET,FILLED,
2022-11-02-0002,COP,SELL,3,MARKET,FILLED,
2022-11-02-0003,DVN,SELL,5,MARKET,FILLED,
2022-11-02-0004,ENPH,SELL,34,MARKET,FILLED,
2022-11-02-0005,OXY,SELL,4,MARKET,FILLED,
2022-11-02-0006,XOM,SELL,9,MARKET,FILLED,
2022-11-02-0007,CF,BUY,5,MARKET,FILLED,
2022-11-02-0008,EQT,BUY,34,MARKET,FILLED,
2022-11-02-0009,MPC,BUY,92,MARKET,FILLED,
2022-11-02-0010,VLO,BUY,85,MARKET,FILLED,
2022-11-02-0011,VRTX,BUY,2,MARKET,FILLED,
2022-12-02-0001,EQT,SELL,5,MARKET,FILLED,
2022-12-02-0002,MCK,SELL,29,MARKET,FILLED,
2022-12-02-0003,MPC,SELL,2,MARKET,FILLED,
2022-12-02-0004,VLO,SELL,3,MARKET,FILLED,
2022-12-02-0005,VRTX,SELL,35,MARKET,FILLED,
2022-12-02-0006,APA,BUY,233,MARKET,FILLED,
2022-12-02-0007,COP,BUY,1,MARKET,FILLED,
2022-12-02-0008,DVN,BUY,12,MARKET,FILLED,
2022-12-02-0009,OXY,BUY,7,MARKET,FILLED,
2022-12-02-0010,SLB,BUY,209,MARKET,FILLED,
2023-01-04-0001,APA,SELL,8,MARKET,FILLED,
2023-01-04-0002,CF,SELL,104,MARKET,FILLED,
2023-01-04-0003,COP,SELL,2,MARKET,FILLED,
2023-01-04-0004,DVN,SELL,158,MARKET,FILLED,
2023-01-04-0005,MPC,SELL,3,MARKET,FILLED,
2023-01-04-0006,SLB,SELL,20,MARKET,FILLED,
2023-01-04-0007,VLO,SELL,1,MARKET,FILLED,
2023-01-04-0008,XOM,SELL,8,MARKET,FILLED,
2023-01-04-0009,EQT,BUY,36,MARKET,FILLED,
2023-01-04-0010,FSLR,BUY,65,MARKET,FILLED,
2023-01-04-0011,STLD,BUY,100,MARKET,FILLED,
2023-02-02-0001,APA,SELL,225,MARKET,FILLED,
2023-02-02-0002,COP,SELL,86,MARKET,FILLED,
2023-02-02-0003,FSLR,SELL,6,MARKET,FILLED,
2023-02-02-0004,SLB,SELL,189,MARKET,FILLED,
2023-02-02-0005,STLD,SELL,16,MARKET,FILLED,
2023-02-02-0006,VLO,SELL,3,MARKET,FILLED,
2023-02-02-0007,XOM,SELL,91,MARKET,FILLED,
2023-02-02-0008,CAH,BUY,137,MARKET,FILLED,
2023-02-02-0009,CEG,BUY,123,MARKET,FILLED,
2023-02-02-0010,ENPH,BUY,45,MARKET,FILLED,
2023-02-02-0011,EQT,BUY,33,MARKET,FILLED,
2023-02-02-0012,LLY,BUY,31,MARKET,FILLED,
2023-02-02-0013,OXY,BUY,9,MARKET,FILLED,
2023-03-02-0001,ENPH,SELL,45,MARKET,FILLED,
2023-03-02-0002,EQT,SELL,334,MARKET,FILLED,
2023-03-02-0003,FSLR,SELL,6,MARKET,FILLED,
2023-03-02-0004,LLY,SELL,31,MARKET,FILLED,
2023-03-02-0005,MPC,SELL,6,MARKET,FILLED,
2023-03-02-0006,STLD,SELL,3,MARKET,FILLED,
2023-03-02-0007,VLO,SELL,3,MARKET,FILLED,
2023-03-02-0008,CEG,BUY,17,MARKET,FILLED,
2023-03-02-0009,EPAM,BUY,34,MARKET,FILLED,
2023-03-02-0010,LW,BUY,103,MARKET,FILLED,
2023-03-02-0011,OXY,BUY,8,MARKET,FILLED,
2023-03-02-0012,XOM,BUY,94,MARKET,FILLED,
2023-04-04-0001,CAH,SELL,137,MARKET,FILLED,
2023-04-04-0002,CEG,SELL,2,MARKET,FILLED,
2023-04-04-0003,EPAM,SELL,34,MARKET,FILLED,
2023-04-04-0004,FSLR,SELL,2,MARKET,FILLED,
2023-04-04-0005,LW,SELL,2,MARKET,FILLED,
2023-04-04-0006,MPC,SELL,2,MARKET,FILLED,
2023-04-04-0007,OXY,SELL,175,MARKET,FILLED,
2023-04-04-0008,XOM,SELL,94,MARKET,FILLED,
2023-04-04-0009,ACGL,BUY,154,MARKET,FILLED,
2023-04-04-0010,FICO,BUY,15,MARKET,FILLED,
2023-04-04-0011,LVS,BUY,182,MARKET,FILLED,
2023-04-04-0012,STLD,BUY,13,MARKET,FILLED,
2023-04-04-0013,VLO,BUY,2,MARKET,FILLED,
2023-04-04-0014,WYNN,BUY,94,MARKET,FILLED,
2023-05-02-0001,ACGL,SELL,15,MARKET,FILLED,
2023-05-02-0002,CEG,SELL,138,MARKET,FILLED,
2023-05-02-0003,FICO,SELL,1,MARKET,FILLED,
2023-05-02-0004,LVS,SELL,19,MARKET,FILLED,
2023-05-02-0005,LW,SELL,7,MARKET,FILLED,
2023-05-02-0006,STLD,SELL,94,MARKET,FILLED,
2023-05-02-0007,VLO,SELL,77,MARKET,FILLED,
2023-05-02-0008,WYNN,SELL,3,MARKET,FILLED,
2023-05-02-0009,FSLR,BUY,7,MARKET,FILLED,
2023-05-02-0010,GE,BUY,131,MARKET,FILLED,
2023-05-02-0011,MPC,BUY,7,MARKET,FILLED,
2023-05-02-0012,NFLX,BUY,323,MARKET,FILLED,
2023-05-02-0013,ON,BUY,132,MARKET,FILLED,
2023-06-02-0001,FICO,SELL,1,MARKET,FILLED,
2023-06-02-0002,FSLR,SELL,8,MARKET,FILLED,
2023-06-02-0003,GE,SELL,4,MARKET,FILLED,
2023-06-02-0004,MPC,SELL,86,MARKET,FILLED,
2023-06-02-0005,NFLX,SELL,57,MARKET,FILLED,
2023-06-02-0006,ON,SELL,132,MARKET,FILLED,
2023-06-02-0007,ACGL,BUY,13,MARKET,FILLED,
2023-06-02-0008,AXON,BUY,55,MARKET,FILLED,
2023-06-02-0009,DXCM,BUY,89,MARKET,FILLED,
2023-06-02-0010,LVS,BUY,24,MARKET,FILLED,
2023-06-02-0011,LW,BUY,1,MARKET,FILLED,
2023-06-02-0012,WYNN,BUY,18,MARKET,FILLED,
2023-07-05-0001,ACGL,SELL,152,MARKET,FILLED,
2023-07-05-0002,DXCM,SELL,89,MARKET,FILLED,
2023-07-05-0003,LVS,SELL,187,MARKET,FILLED,
2023-07-05-0004,LW,SELL,95,MARKET,FILLED,
2023-07-05-0005,NFLX,SELL,19,MARKET,FILLED,
2023-07-05-0006,WYNN,SELL,109,MARKET,FILLED,
2023-07-05-0007,ANET,BUY,277,MARKET,FILLED,
2023-07-05-0008,AXON,BUY,1,MARKET,FILLED,
2023-07-05-0009,FSLR,BUY,6,MARKET,FILLED,
2023-07-05-0010,NVDA,BUY,260,MARKET,FILLED,
2023-07-05-0011,ON,BUY,114,MARKET,FILLED,
2023-07-05-0012,PHM,BUY,140,MARKET,FILLED,
2023-07-05-0013,RCL,BUY,106,MARKET,FILLED,
2023-08-02-0001,ANET,SELL,277,MARKET,FILLED,
2023-08-02-0002,FICO,SELL,13,MARKET,FILLED,
2023-08-02-0003,NVDA,SELL,9,MARKET,FILLED,
2023-08-02-0004,ON,SELL,114,MARKET,FILLED,
2023-08-02-0005,PHM,SELL,3,MARKET,FILLED,
2023-08-02-0006,AXON,BUY,7,MARKET,FILLED,
2023-08-02-0007,CCL,BUY,653,MARKET,FILLED,
2023-08-02-0008,FSLR,BUY,1,MARKET,FILLED,
2023-08-02-0009,META,BUY,36,MARKET,FILLED,
2023-08-02-0010,NCLH,BUY,614,MARKET,FILLED,
2023-08-02-0011,NFLX,BUY,17,MARKET,FILLED,
2023-08-02-0012,RCL,BUY,2,MARKET,FILLED,
2023-09-05-0001,AXON,SELL,63,MARKET,FILLED,
2023-09-05-0002,FSLR,SELL,57,MARKET,FILLED,
2023-09-05-0003,GE,SELL,4,MARKET,FILLED,
2023-09-05-0004,NCLH,SELL,614,MARKET,FILLED,
2023-09-05-0005,NFLX,SELL,8,MARKET,FILLED,
2023-09-05-0006,NVDA,SELL,18,MARKET,FILLED,
2023-09-05-0007,AVGO,BUY,129,MARKET,FILLED,
2023-09-05-0008,CCL,BUY,67,MARKET,FILLED,
2023-09-05-0009,FICO,BUY,12,MARKET,FILLED,
2023-09-05-0010,META,BUY,1,MARKET,FILLED,
2023-09-05-0011,RCL,BUY,6,MARKET,FILLED,
2023-09-05-0012,WYNN,BUY,111,MARKET,FILLED,
2023-10-03-0001,AVGO,SELL,4,MARKET,FILLED,
2023-10-03-0002,CCL,SELL,720,MARKET,FILLED,
2023-10-03-0003,GE,SELL,3,MARKET,FILLED,
2023-10-03-0004,META,SELL,3,MARKET,FILLED,
2023-10-03-0005,NFLX,SELL,256,MARKET,FILLED,
2023-10-03-0006,WYNN,SELL,111,MARKET,FILLED,
2023-10-03-0007,ADBE,BUY,20,MARKET,FILLED,
2023-10-03-0008,LRCX,BUY,164,MARKET,FILLED,
2023-10-03-0009,ORCL,BUY,97,MARKET,FILLED,
2023-10-03-0010,PHM,BUY,6,MARKET,FILLED,
2023-11-02-0001,ADBE,SELL,20,MARKET,FILLED,
2023-11-02-0002,AVGO,SELL,3,MARKET,FILLED,
2023-11-02-0003,LRCX,SELL,164,MARKET,FILLED,
2023-11-02-0004,META,SELL,1,MARKET,FILLED,
2023-11-02-0005,ORCL,SELL,97,MARKET,FILLED,
2023-11-02-0006,PHM,SELL,10,MARKET,FILLED,
2023-11-02-0007,AMD,BUY,97,MARKET,FILLED,
2023-11-02-0008,BKNG,BUY,94,MARKET,FILLED,
2023-11-02-0009,FDX,BUY,53,MARKET,FILLED,
2023-11-02-0010,NVDA,BUY,11,MARKET,FILLED,
2023-11-02-0011,RCL,BUY,7,MARKET,FILLED,
2023-12-04-0001,AMD,SELL,97,MARKET,FILLED,
2023-12-04-0002,BKNG,SELL,94,MARKET,FILLED,
2023-12-04-0003,FDX,SELL,53,MARKET,FILLED,
2023-12-04-0004,FICO,SELL,12,MARKET,FILLED,
2023-12-04-0005,PHM,SELL,2,MARKET,FILLED,
2023-12-04-0006,RCL,SELL,121,MARKET,FILLED,
2023-12-04-0007,ACGL,BUY,143,MARKET,FILLED,
2023-12-04-0008,ADBE,BUY,19,MARKET,FILLED,
2023-12-04-0009,ANET,BUY,222,MARKET,FILLED,
2023-12-04-0010,AVGO,BUY,6,MARKET,FILLED,
2023-12-04-0011,GE,BUY,2,MARKET,FILLED,
2023-12-04-0012,LLY,BUY,20,MARKET,FILLED,
2023-12-04-0013,META,BUY,4,MARKET,FILLED,
2023-12-04-0014,NVDA,BUY,13,MARKET,FILLED,
2023-12-04-0015,PANW,BUY,80,MARKET,FILLED,
2024-01-03-0001,ACGL,SELL,143,MARKET,FILLED,
2024-01-03-0002,ADBE,SELL,19,MARKET,FILLED,
2024-01-03-0003,ANET,SELL,222,MARKET,FILLED,
2024-01-03-0004,AVGO,SELL,128,MARKET,FILLED,
2024-01-03-0005,GE,SELL,122,MARKET,FILLED,
2024-01-03-0006,LLY,SELL,20,MARKET,FILLED,
2024-01-03-0007,META,SELL,2,MARKET,FILLED,
2024-01-03-0008,PHM,SELL,9,MARKET,FILLED,
2024-01-03-0009,AMD,BUY,90,MARKET,FILLED,
2024-01-03-0010,BLDR,BUY,75,MARKET,FILLED,
2024-01-03-0011,CRM,BUY,48,MARKET,FILLED,
2024-01-03-0012,PANW,BUY,6,MARKET,FILLED,
2024-01-03-0013,RCL,BUY,104,MARKET,FILLED,
2024-01-03-0014,TSLA,BUY,50,MARKET,FILLED,
2024-01-03-0015,UBER,BUY,213,MARKET,FILLED,
2024-02-02-0001,AMD,SELL,10,MARKET,FILLED,
2024-02-02-0002,CRM,SELL,48,MARKET,FILLED,
2024-02-02-0003,META,SELL,5,MARKET,FILLED,
2024-02-02-0004,NVDA,SELL,39,MARKET,FILLED,
2024-02-02-0005,PANW,SELL,4,MARKET,FILLED,
2024-02-02-0006,TSLA,SELL,50,MARKET,FILLED,
2024-02-02-0007,UBER,SELL,5,MARKET,FILLED,
2024-02-02-0008,ANET,BUY,203,MARKET,FILLED,
2024-02-02-0009,AVGO,BUY,115,MARKET,FILLED,
2024-02-02-0010,BLDR,BUY,4,MARKET,FILLED,
2024-02-02-0011,PHM,BUY,11,MARKET,FILLED,
2024-02-02-0012,RCL,BUY,6,MARKET,FILLED,
2024-03-04-0001,AMD,SELL,5,MARKET,FILLED,
2024-03-04-0002,AVGO,SELL,5,MARKET,FILLED,
2024-03-04-0003,BLDR,SELL,2,MARKET,FILLED,
2024-03-04-0004,NVDA,SELL,34,MARKET,FILLED,
2024-03-04-0005,PANW,SELL,82,MARKET,FILLED,
2024-03-04-0006,RCL,SELL,110,MARKET,FILLED,
2024-03-04-0007,UBER,SELL,19,MARKET,FILLED,
2024-03-04-0008,ADBE,BUY,27,MARKET,FILLED,
2024-03-04-0009,ANET,BUY,12,MARKET,FILLED,
2024-03-04-0010,LLY,BUY,19,MARKET,FILLED,
2024-03-04-0011,PHM,BUY,5,MARKET,FILLED,
2024-04-02-0001,ADBE,SELL,27,MARKET,FILLED,
2024-04-02-0002,ANET,SELL,215,MARKET,FILLED,
2024-04-02-0003,BLDR,SELL,3,MARKET,FILLED,
2024-04-02-0004,NVDA,SELL,16,MARKET,FILLED,
2024-04-02-0005,PHM,SELL,138,MARKET,FILLED,
2024-04-02-0006,AMD,BUY,8,MARKET,FILLED,
2024-04-02-0007,AVGO,BUY,3,MARKET,FILLED,
2024-04-02-0008,CEG,BUY,80,MARKET,FILLED,
2024-04-02-0009,DECK,BUY,97,MARKET,FILLED,
2024-04-02-0010,SMCI,BUY,148,MARKET,FILLED,
2024-04-02-0011,UBER,BUY,7,MARKET,FILLED,
2024-05-02-0001,AMD,SELL,83,MARKET,FILLED,
2024-05-02-0002,AVGO,SELL,5,MARKET,FILLED,
2024-05-02-0003,BLDR,SELL,1,MARKET,FILLED,
2024-05-02-0004,CEG,SELL,7,MARKET,FILLED,
2024-05-02-0005,DECK,SELL,97,MARKET,FILLED,
2024-05-02-0006,LLY,SELL,19,MARKET,FILLED,
2024-05-02-0007,NVDA,SELL,7,MARKET,FILLED,
2024-05-02-0008,META,BUY,1,MARKET,FILLED,
2024-05-02-0009,NRG,BUY,183,MARKET,FILLED,
2024-05-02-0010,RCL,BUY,97,MARKET,FILLED,
2024-05-02-0011,SMCI,BUY,29,MARKET,FILLED,
2024-05-02-0012,UBER,BUY,3,MARKET,FILLED,
2024-05-02-0013,WDC,BUY,255,MARKET,FILLED,
2024-06-04-0001,AVGO,SELL,108,MARKET,FILLED,
2024-06-04-0002,BLDR,SELL,73,MARKET,FILLED,
2024-06-04-0003,CEG,SELL,4,MARKET,FILLED,
2024-06-04-0004,META,SELL,31,MARKET,FILLED,
2024-06-04-0005,NVDA,SELL,37,MARKET,FILLED,
2024-06-04-0006,RCL,SELL,97,MARKET,FILLED,
2024-06-04-0007,UBER,SELL,199,MARKET,FILLED,
2024-06-04-0008,WDC,SELL,255,MARKET,FILLED,
2024-06-04-0009,DECK,BUY,79,MARKET,FILLED,
2024-06-04-0010,GE,BUY,89,MARKET,FILLED,
2024-06-04-0011,LDOS,BUY,98,MARKET,FILLED,
2024-06-04-0012,SMCI,BUY,12,MARKET,FILLED,
2024-06-04-0013,TT,BUY,44,MARKET,FILLED,
2024-06-04-0014,URI,BUY,22,MARKET,FILLED,
2024-06-04-0015,VST,BUY,154,MARKET,FILLED,
2024-07-02-0001,LDOS,SELL,98,MARKET,FILLED,
2024-07-02-0002,NVDA,SELL,7,MARKET,FILLED,
2024-07-02-0003,SMCI,SELL,12,MARKET,FILLED,
2024-07-02-0004,TT,SELL,44,MARKET,FILLED,
2024-07-02-0005,URI,SELL,22,MARKET,FILLED,
2024-07-02-0006,CRWD,BUY,148,MARKET,FILLED,
2024-07-02-0007,DECK,BUY,11,MARKET,FILLED,
2024-07-02-0008,MU,BUY,109,MARKET,FILLED,
2024-07-02-0009,VST,BUY,8,MARKET,FILLED,
2024-07-02-0010,WDC,BUY,247,MARKET,FILLED,
2024-08-02-0001,CEG,SELL,2,MARKET,FILLED,
2024-08-02-0002,DECK,SELL,90,MARKET,FILLED,
2024-08-02-0003,GE,SELL,89,MARKET,FILLED,
2024-08-02-0004,NRG,SELL,20,MARKET,FILLED,
2024-08-02-0005,NVDA,SELL,3,MARKET,FILLED,
2024-08-02-0006,VST,SELL,3,MARKET,FILLED,
2024-08-02-0007,WDC,SELL,247,MARKET,FILLED,
2024-08-02-0008,ANET,BUY,147,MARKET,FILLED,
2024-08-02-0009,CRWD,BUY,69,MARKET,FILLED,
2024-08-02-0010,GDDY,BUY,80,MARKET,FILLED,
2024-08-02-0011,LLY,BUY,14,MARKET,FILLED,
2024-08-02-0012,MU,BUY,12,MARKET,FILLED,
2024-08-02-0013,SMCI,BUY,10,MARKET,FILLED,
2024-09-04-0001,ANET,SELL,147,MARKET,FILLED,
2024-09-04-0002,CEG,SELL,67,MARKET,FILLED,
2024-09-04-0003,CRWD,SELL,217,MARKET,FILLED,
2024-09-04-0004,GDDY,SELL,5,MARKET,FILLED,
2024-09-04-0005,LLY,SELL,14,MARKET,FILLED,
2024-09-04-0006,MU,SELL,121,MARKET,FILLED,
2024-09-04-0007,NRG,SELL,12,MARKET,FILLED,
2024-09-04-0008,FICO,BUY,7,MARKET,FILLED,
2024-09-04-0009,GE,BUY,73,MARKET,FILLED,
2024-09-04-0010,HWM,BUY,129,MARKET,FILLED,
2024-09-04-0011,IRM,BUY,106,MARKET,FILLED,
2024-09-04-0012,KKR,BUY,101,MARKET,FILLED,
2024-09-04-0013,SMCI,BUY,99,MARKET,FILLED,
2024-10-02-0001,IRM,SELL,106,MARKET,FILLED,
2024-10-02-0002,NRG,SELL,4,MARKET,FILLED,
2024-10-02-0003,SMCI,SELL,286,MARKET,FILLED,
2024-10-02-0004,VST,SELL,47,MARKET,FILLED,
2024-10-02-0005,AVGO,BUY,80,MARKET,FILLED,
2024-10-02-0006,GDDY,BUY,13,MARKET,FILLED,
2024-10-02-0007,HWM,BUY,4,MARKET,FILLED,
2024-10-02-0008,KKR,BUY,2,MARKET,FILLED,
2024-10-02-0009,MPWR,BUY,14,MARKET,FILLED,
2024-10-02-0010,NVDA,BUY,2,MARKET,FILLED,
